#OTU ID,AB2a143A,AB2a143B,AB2a200A,AB2a200B,AB2a237A,AB2a237B,AB2a247A,AB2a247B,AB2a267A,AB2a267B,AB2a900A,AB2a900B,AB2b143A,AB2b143B,AB2b200A,AB2b200B,AB2b237A,AB2b237B,AB2b247A,AB2b247B,AB2b267A,AB2b267B,AB2b900A,AB2b900B,taxonomy
denovo46974,97,10,0,14,77,0,2,0,0,0,0,0,28,4,2106,0,33,1,3,0,0,0,1,0,Bacteria;  __Planctomycetes;  __BD7-11;  __uncultured_planctomycete
denovo203312,74,2,0,3,58,0,0,0,0,0,0,0,189,2,2594,0,14,0,0,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Sorangiineae;  __uncultured;  __uncultured_bacterium
denovo194775,0,0,0,0,0,0,77,4,308,0,70,0,0,0,0,0,4,0,26,0,14,0,33,0,Bacteria;  __Firmicutes;  __Clostridia;  __Clostridiales;  __Family_XI_Incertae_Sedis;  __Sedimentibacter;  __uncultured_bacterium
denovo257399,13,0,0,0,128,0,263,0,217,0,1002,0,2,0,28,0,43,0,247,0,4,0,1130,3,Bacteria;  __Lentisphaerae;  __Lentisphaeria;  __R76-B128;  __uncultured_bacterium
denovo370712,836,7,0,2,44,0,16,0,2,0,1,1,299,7,515,7,46,1,13,0,0,0,5,0,Bacteria;  __Planctomycetes;  __Phycisphaerae;  __Phycisphaerales;  __Phycisphaeraceae;  __CL500-3;  __uncultured_bacterium
denovo120504,13,28,0,77,674,241,290,25,39,158,0,1,1,10,86,95,273,380,350,254,3,20,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __Oceanospirillaceae;  __Balneatrix;  __uncultured_bacterium
denovo20567,1,0,0,0,0,0,9,0,18,0,842,0,7,0,13,0,0,0,1,0,1,2,977,2,Bacteria;  __Planctomycetes;  __Planctomycetacia;  __Planctomycetales;  __Planctomycetaceae;  __Blastopirellula;  __uncultured_bacterium
denovo252170,0,5,0,2,0,1,0,3,1,4,101,1084,0,1,1,4,1,3,0,3,0,0,166,504,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo275928,0,208,0,434,0,285,0,4,0,162,0,0,0,194,1,149,0,495,0,472,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __SAR324_clade(Marine_group_B);  __uncultured_bacterium
denovo157423,1,0,0,0,3,0,5,2,1,0,594,462,0,0,0,0,0,0,2,0,0,1,446,365,Bacteria;  __Planctomycetes;  __vadinHA49;  __uncultured_microorganism
denovo458161,4,85,0,65,784,29,262,2,18,24,0,0,4,76,72,115,419,45,155,40,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __PAUC34f;  __uncultured_bacterium
denovo422131,352,33,0,42,123,3,10,0,1,1,0,0,131,25,1079,66,36,14,10,1,0,0,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Thiotrichales;  __Piscirickettsiaceae;  __Piscirickettsia;  __uncultured_gamma_proteobacterium
denovo193325,1089,11,0,4,19,0,0,0,0,0,0,0,368,7,561,0,14,0,0,0,0,0,1,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_bacterium
denovo283804,0,0,0,0,8,0,0,0,0,0,284,1036,2,0,3,0,0,0,2,2,0,0,372,397,Bacteria;  __Candidate_division_OD1;  __uncultured_bacterium
denovo388547,0,0,0,0,8,0,42,2,152,0,537,11,0,0,0,0,2,0,0,0,7,0,426,9,Bacteria;  __Planctomycetes;  __Planctomycetacia;  __Planctomycetales;  __Planctomycetaceae;  __uncultured;  __uncultured_planctomycete
denovo153727,6,0,0,10,800,3,535,3,310,0,0,0,0,0,76,1,779,11,211,3,11,1,1,1,Bacteria;  __Planctomycetes;  __Planctomycetacia;  __Planctomycetales;  __Planctomycetaceae;  __Planctomyces;  __uncultured_bacterium
denovo331391,401,4,0,4,114,0,14,0,1,0,0,0,290,4,465,0,35,0,3,0,0,0,2,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_bacterium
denovo306364,0,0,0,0,1,0,20,62,438,2,21,1,0,0,13,0,4,0,4,0,28,0,19,0,Bacteria;  __Spirochaetes;  __MSBL8;  __uncultured_bacterium
denovo38791,5,0,0,0,0,0,38,0,127,1,929,4,0,0,2,0,1,0,10,0,5,0,556,1,Bacteria;  __Planctomycetes;  __Phycisphaerae;  __Phycisphaerales;  __ODP1230B30.02_sediment_group;  __uncultured_bacterium
denovo484601,133,159,0,90,87,28,23,4,1,8,11,2,108,84,241,157,24,36,9,16,1,6,6,1,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __Alcanivoracaceae;  __Kangiella;  __uncultured_gamma_proteobacterium
denovo367027,205,165,1,57,290,9,4,2,0,0,9,0,66,104,925,198,76,52,1,1,0,1,9,8,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __0319-6G20;  __uncultured_bacterium
denovo173010,8,10,1,0,427,42,385,1,4,216,0,0,2,7,12,9,152,95,1453,338,1,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_bacterium
denovo295323,1,2,0,0,64,0,2712,1,176,91,34,11,1,9,0,0,5,4,0,1,2,1,0,1,Bacteria;  __Firmicutes;  __Bacilli;  __Bacillales;  __Bacillaceae;  __Bacillus;  __Bacillus_sp._Asd14
denovo263159,44,92,0,23,51,29,86,7,2,63,0,1,9,35,15,58,12,46,152,89,0,5,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __OM182_clade;  __uncultured_gamma_proteobacterium
denovo394492,161,3,0,0,77,0,25,0,7,0,2,0,179,4,554,6,23,0,6,2,0,0,0,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_planctomycete
denovo4448,33,5,0,26,292,21,5,2,0,4,0,0,57,4,1943,42,128,29,7,5,1,0,0,0,Bacteria;  __Chloroflexi;  __SAR202_clade;  __uncultured_deep-sea_bacterium
denovo452037,225,281,0,194,160,144,23,0,0,52,0,0,32,143,72,644,34,320,39,130,0,0,0,0,Bacteria;  __Chloroflexi;  __SAR202_clade;  __uncultured_bacterium
denovo143680,267,4,0,40,396,0,0,0,0,0,0,0,4,1,200,0,815,2,0,0,0,0,110,8,Bacteria;  __Bacteroidetes;  __Cytophagia;  __Order_II_Incertae_Sedis;  __Rhodothermaceae;  __Rubricoccus;  __uncultured_Bacteroidetes_bacterium
denovo45500,13,0,0,0,1,0,32,0,82,0,475,2,2,0,24,0,5,0,16,0,3,0,502,1,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Sh765B-TzT-29;  __uncultured_bacterium
denovo105611,0,0,0,0,23,1,63,43,222,4,383,83,0,0,5,0,13,1,32,5,14,35,183,56,Bacteria;  __Planctomycetes;  __BD7-11;  __uncultured_planctomycete
denovo475520,0,0,0,0,0,0,46,1,156,0,433,0,2,0,2,0,1,0,16,0,4,0,366,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_planctomycete
denovo23397,0,1,0,33,38,80,134,138,14,109,0,0,0,0,0,1,30,183,2,193,4,102,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Chromatiales;  __Ectothiorhodospiraceae;  __Thiorhodospira;  __uncultured_bacterium
denovo107395,707,4,0,8,33,0,25,0,4,0,1,0,489,0,706,0,46,0,22,0,1,0,3,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Sh765B-TzT-29;  __uncultured_delta_proteobacterium
denovo209788,124,113,0,74,26,5,0,0,0,0,1,0,41,114,475,147,16,4,2,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Nannocystineae;  __uncultured;  __uncultured_bacterium
denovo319191,103,0,0,3,130,0,8,0,0,0,0,0,65,0,1241,0,74,0,14,0,0,0,0,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_bacterium
denovo389349,1,3,0,5,14,11,13,40,30,16,188,225,0,1,3,5,1,19,12,22,4,20,218,184,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo100707,0,0,0,0,3,0,0,3,8,0,296,683,0,0,0,0,1,0,4,2,0,2,90,514,Bacteria;  __Chloroflexi;  __FW22;  __uncultured_bacterium
denovo173018,0,0,0,0,495,12,957,13,339,22,0,0,0,0,13,0,129,15,799,55,16,9,1,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __0319-6G20;  __uncultured_bacterium
denovo110340,399,182,0,15,148,1,6,0,0,0,0,0,79,128,279,38,43,3,0,0,0,0,0,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __NS9_marine_group;  __uncultured_bacterium
denovo348702,202,321,0,351,83,27,22,0,0,11,0,0,31,212,243,343,29,50,28,24,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __PAUC34f;  __uncultured_proteobacterium
denovo14609,927,14,0,1,28,0,2,1,0,0,0,0,375,10,313,30,13,0,10,0,1,0,1,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Cryomorphaceae;  __Fluviicola;  __uncultured_bacterium
denovo40172,0,0,0,0,0,0,1,0,0,0,504,393,0,0,0,0,0,0,1,0,0,0,482,288,Bacteria;  __Chloroflexi;  __vadinBA26;  __uncultured_bacterium
denovo247101,2,0,0,0,18,0,55,1,90,0,821,3,1,0,5,0,6,0,27,0,2,0,668,32,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Sva0485;  __uncultured_delta_proteobacterium
denovo420996,0,0,0,0,0,2,1,94,2,14,0,1,0,0,0,0,0,1,0,21,10,197,0,2,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo76539,120,4,0,1,127,0,5,0,0,0,0,0,22,8,304,0,39,1,5,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfuromonadales;  __GR-WP33-58;  __uncultured_bacterium
denovo80893,84,56,0,8,828,8,68,0,0,1,0,0,20,48,270,21,286,14,87,5,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_bacterium
denovo157290,0,0,0,0,3,0,0,59,3,7,16,936,0,0,0,0,0,1,1,6,0,44,13,514,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __SAR324_clade(Marine_group_B);  __uncultured_bacterium
denovo457026,75,127,0,118,474,43,17,0,0,4,0,0,40,79,1021,461,151,90,35,4,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo161279,5,241,0,252,5,43,0,0,0,10,0,0,0,75,18,455,0,73,2,7,0,1,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __SAR86_clade;  __uncultured_bacterium
denovo165303,59,0,0,5,667,0,78,0,7,0,0,0,15,0,608,0,323,0,31,0,1,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Sorangiineae;  __Sandaracinaceae;  __uncultured_delta_proteobacterium
denovo261395,0,0,0,0,0,0,6,0,22,0,768,0,4,0,5,0,4,0,5,0,0,0,1208,3,Bacteria;  __Planctomycetes;  __Planctomycetacia;  __Planctomycetales;  __Planctomycetaceae;  __Blastopirellula;  __uncultured_bacterium
denovo300109,2,0,0,0,1,0,6,0,2,0,1419,98,0,0,1,0,1,0,0,0,1,0,720,52,Bacteria;  __Chloroflexi;  __Anaerolineae;  __Anaerolineales;  __Anaerolineaceae;  __uncultured;  __uncultured_bacterium
denovo173395,70,9,0,4,165,4,46,2,27,1,53,17,37,3,399,125,29,3,35,2,0,3,26,9,Bacteria;  __Proteobacteria;  __Betaproteobacteria;  __Burkholderiales;  __Comamonadaceae;  __Delftia;  __uncultured_beta_proteobacterium
denovo317749,0,0,0,0,21,0,59,0,372,0,363,1,0,0,0,0,6,0,43,0,10,0,432,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_bacterium
denovo153755,6,96,0,129,84,52,25,2,5,46,0,0,12,31,218,256,20,164,37,79,4,2,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rickettsiales;  __S25-593;  __uncultured_bacterium
denovo200803,0,0,0,2,2,2,12,42,19,6,53,524,0,0,1,0,0,0,5,23,6,90,56,257,Bacteria;  __Deferribacteres;  __Deferribacterales;  __PAUC34f;  __uncultured_bacterium
denovo284025,0,0,0,2,80,94,217,130,6,212,0,0,0,0,1,0,46,202,29,633,3,421,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __E01-9C-26_marine_group;  __uncultured_gamma_proteobacterium_HF0130_26L16
denovo76949,0,0,0,0,3,0,5,3,14,0,210,604,0,0,0,0,2,0,9,5,0,2,167,319,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo331273,100,163,0,180,67,58,11,0,3,7,0,0,35,149,175,333,32,75,9,26,0,4,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Thiotrichales;  __Piscirickettsiaceae;  __Piscirickettsia;  __uncultured_gamma_proteobacterium
denovo245948,62,0,0,7,497,0,82,0,10,0,0,0,55,1,507,1,227,2,123,0,4,0,0,0,Bacteria;  __Actinobacteria;  __Acidimicrobiia;  __Acidimicrobiales;  __Sva0996_marine_group;  __uncultured_bacterium
denovo266196,129,30,0,39,140,5,10,0,0,0,4,0,33,34,321,78,74,13,11,1,0,0,1,1,Bacteria;  __Lentisphaerae;  __Lentisphaeria;  __Lentisphaerales;  __Lentisphaeraceae;  __Lentisphaera;  __uncultured_bacterium
denovo80908,26,219,0,273,5,17,5,0,0,0,0,0,3,196,58,518,7,30,4,2,0,0,0,4,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfobacterales;  __Nitrospinaceae;  __Nitrospina;  __uncultured_bacterium
denovo26558,6,0,0,2,335,3,1289,6,91,16,1,2,0,1,25,4,142,9,681,32,3,8,0,0,Bacteria;  __Planctomycetes;  __Phycisphaerae;  __Phycisphaerales;  __Phycisphaeraceae;  __JL-ETNP-F27;  __uncultured_bacterium
denovo138160,108,37,0,27,143,19,4,3,1,14,0,0,47,26,381,61,48,127,11,20,0,0,0,0,Bacteria;  __Actinobacteria;  __Acidimicrobiia;  __Acidimicrobiales;  __OCS155_marine_group;  __uncultured_bacterium
denovo35260,109,0,0,5,16,0,0,0,0,0,3,0,39,3,656,0,9,0,4,0,0,0,1,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfuromonadales;  __GR-WP33-58;  __uncultured_delta_proteobacterium
denovo336644,4,8,0,4,1,0,0,1,0,0,0,0,4,7,19,10,0,0,0,0,0,0,0,0,Bacteria;  __Bacteroidetes;  __Cytophagia;  __Cytophagales;  __Flammeovirgaceae;  __Ekhidna;  __uncultured_bacterium
denovo419548,0,0,0,0,0,0,0,0,0,0,71,957,0,0,0,0,0,0,0,0,0,4,62,574,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo417161,61,113,0,96,157,75,25,2,1,39,0,0,32,50,433,160,17,136,66,36,0,1,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __SAR11_clade;  __Surface_1;  __uncultured_bacterium
denovo174082,0,0,0,0,0,0,0,0,3,0,140,659,0,0,0,0,0,0,0,0,0,2,21,311,Bacteria;  __Spirochaetes;  __Spirochaetales;  __Spirochaetaceae;  __Spirochaeta;  __uncultured_spirochete
denovo332893,3,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Flavobacteriaceae;  __NS4_marine_group;  __uncultured_Flavobacterium_sp.
denovo188182,0,0,0,0,0,0,1,0,0,0,231,319,0,0,0,0,0,0,0,0,0,0,106,287,Bacteria;  __Firmicutes;  __Clostridia;  __Clostridiales;  __Family_XII_Incertae_Sedis;  __Fusibacter;  __uncultured_Firmicutes_bacterium
denovo455740,253,92,0,16,128,1,37,0,6,0,0,0,88,108,143,41,78,4,24,0,0,0,0,0,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Cryomorphaceae;  __NS7_marine_group;  __uncultured_bacterium
denovo93388,16,140,0,162,185,117,93,81,3,157,0,0,1,102,62,514,64,263,39,305,2,64,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodospirillales;  __Rhodospirillaceae;  __Defluviicoccus;  __uncultured_alpha_proteobacterium
denovo130514,2,0,0,0,50,0,223,7,539,1,32,2,0,0,6,0,19,0,105,3,35,3,64,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfuromonadales;  __GR-WP33-58;  __uncultured_delta_proteobacterium
denovo131848,36,125,0,40,4,0,5,1,0,1,0,5,13,74,52,19,3,4,0,2,0,0,3,1,Bacteria;  __Bacteroidetes;  __Flavobacteria;  __Flavobacteriales;  __Flavobacteriaceae;  __NS4_marine_group;  __uncultured_Flavobacterium_sp.
denovo55958,107,100,0,141,39,6,1,0,0,0,0,0,27,107,155,244,10,15,0,0,0,0,0,0,Bacteria;  __Actinobacteria;  __Acidimicrobiia;  __Acidimicrobiales;  __Sva0996_marine_group;  __uncultured_bacterium
denovo182180,0,0,0,2,1229,16,529,1,58,12,2,1,0,0,30,2,467,49,205,23,3,3,0,0,Bacteria;  __TM6;  __uncultured_bacterium
denovo81713,173,206,0,169,276,23,8,0,0,4,0,0,41,186,578,403,150,49,20,5,0,0,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo176071,7,0,0,0,5,0,4,0,40,0,5,1,0,0,2,0,3,0,0,0,4,0,3,1,Bacteria;  __Planctomycetes;  __Phycisphaerae;  __Phycisphaerales;  __08D2Z94_hypersaline_microbial_mat_group;  __uncultured_organism
denovo360136,0,1,0,18,18,54,13,108,5,74,0,0,0,1,0,2,4,100,5,293,2,255,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __J8P41000-1F04;  __uncultured_gamma_proteobacterium
denovo40918,211,47,0,19,219,2,2,0,0,1,0,0,14,25,635,64,64,4,2,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Vibrionales;  __Vibrionaceae;  __Enterovibrio;  __Enterovibrio_sp._PaD1.30
denovo252004,139,0,0,0,20,0,86,0,64,0,101,0,106,0,104,0,15,0,24,0,6,0,43,0,Bacteria;  __Bacteroidetes;  __Sphingobacteriia;  __Sphingobacteriales;  __Saprospiraceae;  __uncultured;  __uncultured_bacterium
denovo232257,0,0,0,1,1,115,5,254,0,402,0,0,0,0,0,0,0,169,0,812,1,372,0,0,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_marine_bacterium
denovo147690,85,35,0,63,38,2,3,0,1,0,0,0,76,29,1704,44,28,1,1,1,1,0,0,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_bacterium
denovo456861,7,0,0,0,21,0,46,1,43,3,665,171,1,0,23,0,7,0,33,2,2,1,586,119,Bacteria;  __Lentisphaerae;  __Lentisphaeria;  __Victivallales;  __Victivallaceae;  __uncultured;  __uncultured_bacterium
denovo276235,123,16,0,11,77,0,48,1,35,1,76,1,80,23,166,16,56,2,12,0,4,0,62,11,Bacteria;  __Bacteroidetes;  __Sphingobacteriia;  __Sphingobacteriales;  __Saprospiraceae;  __uncultured;  __uncultured_Bacteroidetes_bacterium
denovo292938,0,0,0,0,4,0,35,1,234,0,221,0,0,0,5,0,8,0,32,0,9,0,173,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_bacterium
denovo246542,60,242,0,38,16,11,7,0,0,0,0,0,50,109,148,100,5,31,4,6,0,0,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __SAR11_clade;  __Surface_1;  __uncultured_bacterium
denovo294442,111,2,0,4,66,0,26,0,3,0,0,0,325,0,1294,15,72,0,3,0,0,0,2,1,Bacteria;  __Planctomycetes;  __Planctomycetacia;  __Planctomycetales;  __Planctomycetaceae;  __uncultured;  __uncultured_bacterium
denovo375440,90,26,0,9,80,0,9,0,7,0,1,0,18,26,22,2,19,2,16,3,1,0,1,2,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Oceanospirillales;  __Oleiphilaceae;  __Oleiphilus;  __uncultured_bacterium
denovo49335,1,0,0,0,12,0,81,0,227,0,354,2,1,0,6,0,12,0,33,0,8,0,222,0,Bacteria;  __Candidate_division_WS3;  __uncultured_bacterium
denovo134543,190,169,0,84,192,14,22,0,2,0,0,0,42,93,322,66,42,20,13,1,0,0,0,7,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Alteromonadales;  __Alteromonadaceae;  __Maricurvus;  __uncultured_bacterium
denovo344754,169,0,0,0,326,0,99,0,4,0,0,0,625,2,805,1,182,0,96,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Legionellales;  __Coxiellaceae;  __Coxiella;  __uncultured_bacterium
denovo301335,485,72,0,22,161,4,6,3,1,5,5,20,277,19,542,44,27,5,27,1,0,3,4,7,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __Vibrionales;  __Vibrionaceae;  __uncultured;  __uncultured_bacterium
denovo113428,0,0,0,0,277,12,403,135,647,107,8,0,0,0,5,0,87,24,213,157,30,60,3,4,Bacteria;  __RF3;  __uncultured_Firmicutes_bacterium
denovo228865,141,6,0,17,686,11,84,0,4,0,0,0,27,5,461,23,346,9,51,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __Nannocystineae;  __Haliangiaceae;  __Haliangium;  __uncultured_delta_proteobacterium
denovo19596,245,412,0,158,47,5,0,0,0,0,0,0,35,242,171,229,28,21,0,0,1,0,0,0,Bacteria;  __Verrucomicrobia;  __Arctic97B-4_marine_group;  __uncultured_bacterium
denovo263583,19,0,0,2,101,0,2,0,0,0,0,0,2,0,536,2,60,0,0,0,0,0,0,0,Bacteria;  __Planctomycetes;  __OM190;  __uncultured_planctomycete
denovo49334,1,0,0,4,3,3,3,12,12,4,70,511,0,0,1,0,0,7,2,16,4,13,78,296,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo13932,20,259,0,276,68,66,38,4,2,11,0,0,8,184,81,556,25,109,14,23,0,1,0,0,Bacteria;  __Acidobacteria;  __DA023;  __uncultured_bacterium_KM3-205-D9
denovo436596,0,0,0,0,47,4,138,37,232,6,139,41,0,0,2,0,22,4,46,12,14,61,71,6,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodospirillales;  __Family_Incertae_Sedis;  __Oleomonas;  __uncultured_bacterium
denovo212795,0,0,0,0,0,0,2,11,17,2,91,709,0,0,0,0,0,1,2,1,2,32,85,246,Bacteria;  __Deferribacteres;  __Deferribacterales;  __PAUC34f;  __uncultured_bacterium
denovo79169,0,0,0,0,4,0,23,1,46,1,547,270,0,0,1,0,1,0,3,1,0,3,175,185,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Desulfarculales;  __Desulfarculaceae;  __uncultured;  __uncultured_bacterium
denovo147725,80,343,0,283,33,22,8,0,1,4,0,0,18,277,100,552,16,30,5,3,0,3,0,1,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodospirillales;  __Rhodospirillaceae;  __uncultured;  __uncultured_bacterium
denovo480327,32,227,0,117,42,65,19,0,0,34,0,0,94,167,326,287,27,97,2,73,0,0,0,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __E01-9C-26_marine_group;  __uncultured_marine_microorganism
denovo16624,152,136,0,142,82,4,4,1,0,3,0,0,29,92,310,290,49,13,3,1,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __0319-6G20;  __marine_metagenome
denovo248808,2,0,0,0,53,0,162,2,766,0,5,0,0,0,7,0,27,0,93,0,51,0,2,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bdellovibrionaceae;  __OM27_clade;  __uncultured_bacterium
denovo414099,50,5,0,9,61,1,33,3,0,3,2,0,47,9,92,15,47,11,9,2,0,0,6,4,Bacteria;  __Planctomycetes;  __Planctomycetacia;  __Planctomycetales;  __Planctomycetaceae;  __Blastopirellula;  __uncultured_bacterium
denovo417607,792,3,0,0,43,0,7,0,1,0,2,0,370,9,378,5,21,0,4,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Sh765B-TzT-29;  __uncultured_delta_proteobacterium
denovo31869,0,0,0,0,0,0,0,0,0,0,96,729,0,0,0,0,0,0,0,0,0,3,52,530,Bacteria;  __NPL-UPA2;  __uncultured_bacterium
denovo365761,102,268,0,261,132,22,3,0,0,2,0,0,8,224,85,541,51,30,4,1,0,0,0,1,Bacteria;  __Deferribacteres;  __Deferribacterales;  __SAR406_clade(Marine_group_A);  __uncultured_bacterium
denovo429555,1,0,0,0,14,0,108,3,162,0,463,15,0,0,2,0,4,0,89,0,8,1,376,3,Bacteria;  __Chloroflexi;  __Anaerolineae;  __Anaerolineales;  __Anaerolineaceae;  __uncultured;  __uncultured_Chloroflexi_bacterium
denovo404002,26,6,0,5,7,0,10,0,3,0,17,27,25,6,26,4,10,2,10,0,0,4,17,10,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __Rhodobacterales;  __Rhodobacteraceae;  __Ruegeria;  __alpha_proteobacterium_TrichCH4B
denovo255054,0,0,0,0,2,0,7,0,3,0,0,2,1,0,2,0,0,0,0,0,0,0,2,0,Bacteria;  __Proteobacteria;  __Gammaproteobacteria;  __NKB5;  __uncultured_bacterium
denovo178586,0,0,0,0,4,0,1,4,2,1,184,695,0,0,0,0,0,2,0,2,0,2,93,371,Bacteria;  __Candidate_division_OP3;  __uncultured_bacterium
denovo94640,8,0,0,0,0,0,44,1,58,0,775,0,0,0,2,0,5,0,19,0,4,0,1252,3,Bacteria;  __Planctomycetes;  __Planctomycetacia;  __Planctomycetales;  __Planctomycetaceae;  __Pir4_lineage;  __uncultured_bacterium
denovo341553,209,43,0,36,192,15,29,0,0,2,0,0,50,28,360,102,102,28,12,0,0,0,0,0,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Myxococcales;  __0319-6G20;  __uncultured_bacterium
denovo256520,0,1,0,0,14,0,5,3,8,2,342,406,0,0,12,0,1,0,7,0,0,2,368,247,Bacteria;  __Lentisphaerae;  __Lentisphaeria;  __Victivallales;  __Victivallaceae;  __uncultured;  __uncultured_bacterium
denovo81690,0,0,0,0,0,0,2,1,6,0,193,450,0,0,0,0,3,0,1,0,0,1,85,191,Bacteria;  __Proteobacteria;  __Deltaproteobacteria;  __Bdellovibrionales;  __Bacteriovoracaceae;  __uncultured;  __uncultured_delta_proteobacterium
denovo139835,384,136,0,66,21,5,3,0,0,0,0,0,54,86,955,434,28,7,1,0,0,0,0,0,Bacteria;  __Chloroflexi;  __JG30-KF-CM66;  __uncultured_bacterium
denovo246152,40,37,0,13,93,8,20,1,1,5,0,0,175,17,1567,46,21,21,32,8,0,0,0,0,Bacteria;  __Proteobacteria;  __Alphaproteobacteria;  __SAR11_clade;  __Surface_1;  __uncultured_bacterium
